LineCode,LineText,Comment
line:e72f42,Mae: [wave]QUANDO RUBAVO TUTTO![/wave] ,
line:005a0e,URevClerk: Allora ho sentito bene quello che hai detto prima.,
line:ea449c,Mae: Scommetto che freghi sempre qualcosa.,
line:45b106,"URevClerk: Beh, sono molto bravi a farti condannare col massimo della pena prevista dalla legge, quindi-",
line:5cbf77,"Bea: Ok, ho finito di guardare, andiamo",
line:3e69c5,Mae: OKÈSTATOBELLOPARLARTICIVEDIAMO{width=200} ,
line:c88cd2,URevClerk: Uhm... a presto,
line:7367c0,URevClerk: Sei una di quegli acquirenti sotto copertura?,
line:70dae2,Mae: Ti sembro un'acquirente sotto copertura?,
line:814271,URevClerk: A volte vengono. A controllarci.,
line:ad47aa,Mae: Ad assicurarsi che non rubi niente.,
line:1cf124,"URevClerk: Già, sono bravi a farti condannare col massimo della pena prevista dalla legge",
line:b12eac,URevClerk: Cosa?,
line:e0b570,Mae: Non ne ho idea.,
line:d0c80b,URevClerk: Fammi sapere se hai bisogno di qualcosa.,
line:804041,"Mae: Allora,",
line:e658ea,Bea: hrrrrrrrrrngh,
line:bc9521,Mae: ehm....,
line:1309ce,Sai che ti dico? Va' a farti fottere.,
line:d5b986,Adesso mi metto un po' a urlare.,
line:ccf91f,URevClerk: Uhm... Ci stai provando con me?,
line:7a6dd0,Mae: Ehm...,
line:ef8fdd,"Scusa, non ci so proprio fare...",
line:649035,"Forse sì, forse no... Fingo disinteresse... ma starò fingendo davvero?",
line:80489e,"URevClerk: Oh, tranquilla. Ti sono vicina.",
line:c52a5a,"Situazione imbarazzante, eh?",
line:12ee5a,"Oh vedi, *L'AVEVO CAPITO* subito che tra noi c'è qualcosa di grande.",
line:addce5,"URevClerk: Signorina, adesso ho da fare.",
line:c9d143,Mae: Merda.,
line:00e8ee,URevClerk: Va tutto bene. Anch'io ero molto goffa prima di incontrare Dennis.,
line:dfa13f,Mae: "Dennis"?,
line:10ebd6,"URevClerk: Sì, lavora in quella prigione che c'è a Briddle.",
line:ad947f,URevClerk: Spesso veniva qui a comprare prese elettriche.,
line:85d462,URevClerk: Presto ci sposeremo.,
line:d8e632,"Mae: Aspetta, Dennis Durham? Di Possum Springs?",
line:8a0ae6,"URevClerk: Ehm... sì, come fai a conoscerlo?",
line:cef9ef,Mae: Se non sbaglio era sposato con una ragazza che conosco.,
line:69cb76,Mae: E se fosse ancora sposato? Magari stanno ancora insieme.,
line:705648,URevClerk: COSA?!,
line:015997,URevClerk: Uhm. Ok.,
line:232242,Mae: Cazzo.,
line:a94ac4,"Scusa, era meglio se me ne stavo zitta...",
line:99acf5,Come mai questa reazione strana?,
line:e7a97c,URevClerk: Sai che c'è? Non m'importa.,
line:28a429,Mae: oh bene.,
line:5a8d8e,URevClerk: Già.,
line:8490ae,URevClerk: All'inizio ti trovavo spaventosamente bizzarra ma adesso mi chiedo perché non ti ho conosciuto prima.,
line:15f11d,Mae: Sono sicura che un giorno verrai tormentata dal cliente giusto.,
line:bb7acb,URevClerk: Tu non mi hai tormentata.,
line:a6b18b,Mae: Perché mi hai interrotta prima ancora che iniziassi.,
line:f24066,URevClerk: Reazione a cosa?,
line:b8df16,Mae: Sei molto carina!,
line:3a64a5,Mae: Andiamo a mangiarci qualcosa nel centro commerciale!,
line:c72e22,Mae: Vediamo se funziona lo sconto dipendenti!,
line:e359be,URevClerk: È... è così che flirti normalmente?,
line:6cc171,Mae: ...sì.,
line:10ca30,URevClerk: Dovresti lavorarci un po' su.,
line:85b467,Mae: Eh.,
line:c56868,"URevClerk: Ok, e questa da dove ti è uscita?",
line:97951d,Come fai a restare così calma? Ti ho appena detto di andare a farti fottere!,
line:2b7b6a,"Dalla mia dannata testa, ecco da dove.",
line:1aafec,Mae: AAAAAAAAAAAAAAAAAGH!!!!{width=400} ,
line:a9967d,URevClerk: Uhm...,
line:6ff1f3,AAAAAAAAAAAAAAAAAAAAAAAGH!!!!{width=400},
line:a1a132,AAAAAAAAAAAAAAAAAAAAAAGH?!?!?!{width=400},
line:9c5bd3,URevClerk: Sei... hai problemi?,
line:6f5ca5,"Mae: No, li avrai TU semmai.",
line:2b5a4a,"URevClerk: Ok, senti, anche io ho avuto dei problemi.",
line:07cf3d,URevClerk: Ma in Dio ho trovato una pace immensa.,
line:46bd25,Mae: Ah bene. Bene. È questo ciò di cui ho bisogno.,
line:b14651,URevClerk: Posso aiutarti?,
line:7c8d73,Mae: ...,
line:4c3ed9,Mae: Non lo so...,
line:11b037,Mae: Fino a poco tempo fa la mia vita aveva un senso,
line:b29744,Mae: Ma adesso è andato tutto a puttane.,
line:23ae5a,URevClerk: Posso pregare per te?,
line:e0c0db,"URevClerk:Ok, hai qualche problema?",
line:07e660,URevClerk: Vuoi che chiami qualcuno?,
line:3bec0b,Mae: Non cambiare argomento!,
line:25bb0f,Mae: Ti metterò nei casini!,
line:4099ab,URevClerk: Che problema hai?,
line:fcfd3c,Mae: Non lo so! Non ci sono ancora arrivata!,
line:f26219,URevClerk: Cosa?!,
line:231fb7,URevClerk: Ehm vado a chiamare la sicurezza.,
line:0ea888,Mae: AAAAAAAAAAAAAAAAAAAAAAGHGHG!!!!{width=300} ,
line:26c229,"URevClerk: Ok, qui non abbiamo la sicurezza ma adesso chiamo la polizia.",
line:d68731,"Mae: NO, NON FARLO, LA SMETTO",
line:e6665d,URevClerk: Si può sapere che diavolo hai?,
line:a27aa3,URevClerk: Né gli angeli né il Signore potrebbero convincermi a non denunciarti!,
line:6c24c0,"Mae: No, no! Ti parlo in nome del cielo!",
line:7940b5,URevClerk: Udite udite! Questo è il tuo modo di distrarmi? ,
line:494588,"Mae: Ti ringraziamo, signore, per aver ascoltato le preghiere della tua umile servitrice.",
line:a4630e,URevClerk: Si può sapere che male ho fatto per meritarmi tutto questo?,
line:d8c12a,Bea: ...non si tratta di "ribellarsi al sistema",
line:d5de2c,Bea: "il sistema" qui non ci perderà niente.,
line:087255,Bea: Ma lei finirà nei guai fino al collo.,
line:ffb447,"Mae: È solo la rotella di un ingranaggio ben più grande di lei, vero?",
line:29bb01,Bea: Certo. Come ti pare. Ora restituisci la roba.,
line:46084a,"Mae: Ok ok, me ne vado.",
line:8c4855,Mae: Ciao.,
line:eb30e9,Bea: Ciao.,
line:593664,URevClerk: Siete tornate.,
line:0e21e0,"Mae: Sì, abbiamo rubato della roba.",
line:74bda6,Mae: Eccola qui la roba.,
line:f56b39,Mae: Non vogliamo metterti nei casini col capo.,
line:75b2f2,Mae: Non è colpa tua se il mondo va come va.,
line:6ca03c,URevClerk: cosa? Avete rubato?,
line:28b46e,Mae: Sei solo la rotella di un ingranaggio ben più grande di te.,
line:1496de,Mae: Accusare te significherebbe incolpare un misero elemento all'interno del sistema.,
line:bfab63,URevClerk: Quindi siete qui per restituire la merce rubata?,
line:8c0096,Mae: Un giorno la gente come te sovvertirà il sistema.,
line:08e3d0,URevClerk: Che sistema?,
line:49c85b,Mae: IL. SISTEMA.,
line:9fad59,Bea: Adesso andiamo.,
line:56fb71,"Mae: Tieni duro, splendida sognatrice. Non ti resta nulla da perdere se non le catene che hai addosso.",
line:2e7e2d,URevClerk: Cosa?,
line:284dd2,URevClerk: Ehi ragazze.,
line:8676c6,Mae: :) o/,
line:61496b,Mae: Buongiornooooooo signorina.,
line:7adf08,Mae: _o_,
line:c5d4a2,URevClerk: Volevo informarvi che abbiamo il 20 percento di sconto sulle magliette.,
line:88f647,Mae: Oooh! Le magliette!,
line:88dfa6,URevClerk: Già.,
line:9baa7c,Mae: Grazie mille!,
line:cd7c6f,URevClerk: Ok.,
line:6800c9,Mae: Torniamo dopo.,
line:d82a65,URevClerk: Va bene.,
line:737dae,Mae: _o_,
line:3bd20a,"Bea: Oh, santo cielo.",
line:aa24ee,Mae: POR =_= :),
line:23fa13,Mae: CA,
line:b705da,Mae: VACCA,
line:c1de15,Mae: <o>,
line:afa3b5,Mae: Mi sembra di avere ancora 14 anni.,
line:3a8a25,Bea: Già. Roba da matti.,
line:e76347,Mae: _o_ o_o,
line:eedb5c,"Mae: Ehi, ma quello non è-",
line:7da473,Mae: =_=,
line:2db47d,Bea: Sta' zitta.,
line:98f595,Mae: o_o,
line:ba21ec,Mae:Ah ah BEEELLA.,
line:add2c3,Bea: Gli adesivi dei Dead Party Boys? Nel 2016?,
line:d1cf7f,Mae: Penso siano tornati di moda.,
line:e2cf3f,Bea: Uhm. Figo.,
line:e0242a,Mae: Scommetto che li ascolti.,
line:705ce4,Bea: Ehm. Sì. Sono bravi.,
line:ff7d2c,"Mae: Sì, se hai 30 anni e sei depressa.",
line:04b5b4,Bea: Poco ci manca.,
line:81c5b8,Mae: Non hanno neanche roba dei Witchdagger qui.,
line:a75ffe,Mae: Hanno solo roba figa tipo per un,
line:e02483,Mae: tredicenne.,
line:793d81,Bea: Quello non è un poster fosforescente dei Witchdagger?,
line:c87195,Mae: Oh. Ah.,
line:cb2942,Bea: Sembra ne abbiamo un po' di poster loro.,
line:c673b3,Bea: Mi pare di aver visto qualcosa interamente dedicato ai Witchdagger mentre entravo.,
line:623aa2,"Mae: ok, ok.",
line:d056bd,Bea: Dovresti uscire coi tredicenni.,
line:727763,Mae: Smettila.,
line:a74136,Bea: Avete davvero tanto in comune.,
line:8d6a70,Mae: Giuro che adesso ti rubo la macchina e ti lascio qui.,
line:9d888c,Bea: ahahah. come se sapessi guidare.,
