LineCode,LineText,Comment
line:f25338,"Bea: {size=.5,locator=BeaFountainTalk}[shake=.03]AHAHAHAHAHAHAHAHAH[/shake] ",
line:dd4df8,Mae: {locator=MaeGodTalk}[shake=.03]I POLIZIOTTI ANDRANNO IN CONFUSIONE E SI PICCHIERANNO A VICENDA[/shake] ,
line:a64f91,Mae: {locator=MaeGodTalk}[shake=.03]PERCHÉ IO SONO DIO E ODIO LA POLIZIA[/shake] ,
line:f74606,"Bea: {size=.5,locator=BeaFountainTalk}Ok ok! Dai, ora scendi giù! ",
line:3d3dcd,"Mae: {locator=MaeGodTalk}[shake=.03] STAMMI BENE, MORTALE[/shake] ",
line:2d52bf,Mae: Questo una volta era un posto.,
line:e7e76e,"Bea: Beh, è ancora *un posto*.",
line:afa1a5,Mae: No. È solo un'enorme cosa semivuota.,
line:ca1764,Mae: in un enorme parcheggio semivuoto.,
line:d2ae54,"Bea: Beh, bisogna sapersi accontentare. ",
line:7e31dd,Mae: Non torniamoci mai più.,
line:405c44,Bea: Non è me che devi convincere.,
line:b26986,Bea: Sono venuta qui solo perché eri tu a volerlo.,
line:36f012,"Mae: Beh, Fort Lucenne una volta era un posto.",
line:a632f6,Mae: Ormai non lo è più.,
line:bf54d2,Bea: Andiamo.,
line:ee8dcc,Bea: Lasciamolo morire in pace.,
line:38fb3b,Mae: Lasciamolo. Morire.,
line:02466d,Mae: Voglio guidare io verso casa.,
line:781a14,Bea: No.,
line:c0ed63,Mae: :),
line:eaad12,Mae: [wave]FORT LUCEEEEEEEEEEENNE!!![/wave] \o/ -_- ,
line:d556d3,Mae: O_O :(  ,
line:a8b989,Mae: Oddio.,
line:c6f51a,Bea: Già.,
line:072e9c,Mae: _o_,
line:c07859,Mae: Che diavolo è successo?,
line:016bab,Bea: Ehm...la parola "Internet" non ti dice niente?,
line:23caee,Mae: C'era internet quando venivamo qui una volta!,
line:c5c6ab,Mae: CHE È SUCCESSO ALLA GIOSTRA?,
line:25b4a2,Bea: Penso sia stata venduta.,
line:5c0fac,Mae: A CHI MAI PUO' INTERESSARE UNA GIOSTRA?,
line:88985e,Bea: A qualcuno che non viene qui.,
line:7fb785,Mae: CHE È SUCCESSO AL NEGOZIO DI LIBRI?,
line:417db6,Bea: È sempre colpa di internet.,
line:c6bc11,Mae: CHE È SUCCESSO ALLA SALA GIOCHI?,
line:b6b580,Bea: Farò un cartello con scritto "Internet",
line:b4c9c9,Bea: E lo terrò alzato fino a quando non avrai finito con queste domande.,
line:48eb20,Bea: :(,
line:d1b96b,Bea: Perché l'ho fatto?,
line:860a20,Mae: -_- :),
line:145cae,"Mae: Sei stata bravissima, Bea!!!",
line:0a4e32,Bea: Io sono la prima a chiamare la polizia quando rubano nel MIO NEGOZIO!,
line:4503f1,Bea: Questo è....,
line:47a807,Mae: o_o,
line:e53fc2,Cos'hai preso?,
line:11fa2f,È la prima volta che rubi qualcosa in un negozio?,
line:0a1eb5,Bea: Roba simile a una collana?,
line:1936cd,"Mae: bene, bene",
line:c5fb28,Bea: Oddio.,
line:3c5a96,Bea: No! Mai!,
line:c0e07c,"Mae: Ok, adesso sono *io* a sentirmi quella anormale.",
line:cb5ae4,Bea: ...cosa?,
line:de20ba,Mae: Non ci pensare più. Ce l'abbiamo fatta.,
line:a35824,Bea: Davvero?,
line:07a625,"Mae: Sì, ormai siamo al sicuro.",
line:07f724,Bea: Mi sento male.,
line:fd9607,Mae: Andiamocene.,
line:3050eb,Bea: :|,
line:360f30,Mae: :|,
line:6cda65,Mae: =_= :(,
line:e67bc2,Bea: Mae Borowski. Devo ammetterlo...,
line:8bd6b7,Bea: Pensavo fossi tipo una criminale professionista o qualcosa del genere,
line:0450b8,Mae: Sta' zitta.,
line:acf9b2,Bea: perché [wave]dinosauri!!![/wave],
line:222231,Mae: Sono un po' arrugginita! O quella è un'extraterrestre.,
line:b7c3e5,Mae: Vabbè.,
line:32b200,Bea: Beh lo sai. Non si può essere bravi in tutto.,
line:f5725c,Bea: A certi sogni bisogna saper rinunciare.,
line:df76e5,Mae: Oh sì. Una splendida fibbia per cintura che non indosserò mai e poi mai.,
line:089f51,Mae: Mi fa vomitare.,
line:39c403,"Bea: Che schifo, Mae.",
line:f0101a,Mae: o_o :|,
line:308d01,Mae: Adesso tocca a te rubare qualcosa!,
line:f20ff3,"Bea: Come, scusa?",
line:ac90b5,Mae: Non hai mai commesso *NESSUN* reato?,
line:e05ee0,"Bea: Sì, almeno credo. Chi non l'ha mai fatto?",
line:9052e1,"Mae: BENE, ALLORA TORNA LÀ DENTRO, CAMPIONESSA! :)",
line:611182,Bea: Cosa? No.,
line:e1b557,"Mae: Beatrice, stammi bene a sentire:",
line:f5346c,Mae: 1. Le telecamere di sicurezza là dentro non sono neanche accese.,
line:b659a3,Mae: 2. La cassiera è chiaramente distratta.,
line:e834dd,Bea: A quanto pare con te non lo è stata abbastanza.,
line:5dcfc6,Mae: -_-,
line:896c15,Mae: comunque,
line:64d425,Mae: o_o,
line:90b4c7,Mae: 3. Non mi pare di aver visto guardie giurate nel centro commerciale.,
line:aa77a3,Bea: Non lo so... Cioè... Uhmmm...,
line:dc5f60,Mae: BEA. È UN'ESPERIENZA.,
line:39d790,Mae: VIVITELA.,
line:bec4ec,Mae: Io ti copro!,
line:b91f78,Bea: Ok... ma se mi beccano do la colpa a te e scappo via in auto.,
line:8478de,Mae: Perfetto! \o/,
line:12dbef,"Bea: {locator=BeaFountainTalk,emote=interrobang} ",
line:64df05,"Bea: {size=.5,locator=BeaFountainTalk}Oddio. ",
line:9f8e5d,Bea: O_O :),
line:8885f7,"Bea: {size=.5,locator=BeaFountainTalk}Porca vacca!",
line:05fd79,"Bea:{size=.5,locator=BeaFountainTalk}Come... h... hahahah.... ahahahahahah",
line:980a3f,"Bea:{size=.5,locator=BeaFountainTalk}Ahah MAE LO SO CHE SEI TU! ",
line:2585d5,Mae: Oh wow.,
line:2d7bdd,Mae: È una...?,
line:df482e,Mae: heh heh ,
line:14ac59,Mae: hee hee ,
line:39bfe8,Mae: AHAHAHAHAHAH,
line:bd5bd6,Mae: faaaaaaaantastico. ,
line:029692,Bea: Wow ehi,
line:d0d061,Mae:,
line:9acde2,Mae: Che è successo a-,
line:ec10c7,Bea: Internet.,
line:f6c76f,"Bea:{size=.5,locator=BeaFountainTalk}[shake=.04]AHAHAHAHAH MAE, COME RIESCI A FARE TUTTO QUESTO?![/shake] ",
line:274745,"Bea:{size=.5,locator=BeaFountainTalk}[shake=.04]AHAHAH SMETTILA, STO MORENDO AHAHAHAHAH[/shake] ",
line:77a443,"Bea:{size=.5,locator=BeaFountainTalk}[shake=.04]OK OK, QUALCUNO CHIAMERÀ LA POLIZIA AHAHAHAHAHAHAHAHAH[/shake] ",
line:9c8485,Mae: wow. Mi ero completamente dimenticata di questa testa di pesce gigante.,
line:4e9b93,Bea: oh cielo. Io l'amavo.,
line:40dac3,Mae: Hai mai partecipato all'evento Summer Daze che si svolgeva qui?,
line:b680c1,"Bea: Sì, questo coso spruzzava acqua sulla gente. Ancora non ho capito come riuscivano a farglielo fare.",
line:fe46e5,Ho sempre pensato che là dentro ci fosse un tizio con una pistola d'acqua.,
line:2e06f0,Una volta ho visto la fontana buttare giù un ragazzo.,
line:7ae4a3,"Bea: No, era proprio una fontana modificata per schizzare la gente.",
line:48258c,Mae: È incredibile.,
line:916d6a,"Bea: Sì, succedeva ogni anno e c'era sempre qualcuno che si lagnava.",
line:0d4c42,Bea: Ma... sinceramente non capisco.,
line:5652a0,Bea: Tutti andavano lì per farsi schizzare da una fontana a forma di pesce.,
line:bb9acb,Bea: Ahah. Ce l'hai presente il passaggio che c'è sopra,
line:20b1f8,Bea: oltre la zona ristorazione del centro commerciale,
line:4f7fd8,Bea: che porta su nell'atrio?,
line:b54b25,Mae: Nel cosa?,
line:dd342a,Bea: Dove c'è il soffitto. La parte di vetro in evidenza.,
line:cbadfb,So cos'è un atrio.,
line:528195,sì?,
line:240abd,Bea: ehm,
line:da6166,Bea: comunque,
line:f848a2,Bea: Quand'ero bambina pensavo che Dio vivesse lì.,
line:3b8bac,Mae: Wow.  ,
line:b4397a,Bea: Non so. Ricordo solo che quand'ero piccola stavo a fissarlo.,
line:15ec3e,Bea: Mentre mangiavo un hamburger,
line:a1ad4a,Bea: e cercavo di vedere se riuscivo a vedere Dio,
line:ae74f5,Bea: che ci osservava dall'alto o qualcosa del genere.,
line:a073ef,Mae: Sembra che adesso là sopra ci sia appesa una strana opera d'arte.,
line:86d582,Mae: Vuoi andare su a vedere?,
line:9403c3,"Bea: No, il troppo lavoro mi ha consumato le ginocchia.",
line:f5e6e4,Mae: "Spazio IV: Le Rocce Cosmiche",
line:be66dc,Mae: "un'installazione di Rorford Gimms",
line:e597f0,Mae: "finanziata da Dollar Empire",
line:12904a,Mae: "attenzione: non salire sull'opera d'arte",
line:4720a9,Mae: Wow. Questa di sicuro è la parte più isolata del centro commerciale. ,
line:1c9af3,Mae: È strano trovarsi in un posto così grande,
line:35dd4a,Mae: Da soli.,
line:d2012c,Mae: Mah. Speravo ci fosse più roba qua dentro.,
line:ae5e44,Bea: No.,
line:a14778,Mae: Questo non è nemmeno un centro commerciale. È solo un corridoio pieno di stronzate.,
line:5a7f06,Mae: Wow. Guarda quel grande e buio parcheggio vuoto.,
line:8b18d6,Bea: Già. Dubito abbia mai esaurito i posti auto a disposizione.,
line:4fe4b2,Mae: Ci sono più posti auto in questo parcheggio che in tutta la città.,
line:94186b,Bea: Sicuro.,
line:202f9a,Mae: È come un'enorme oceano nero.,
line:88f58e,Bea: Con un Fishtastic dall'altra parte.,
line:59118d,Mae: Oh caaaazzo.,
line:190df0,Mae: Mi ero beccata una malattia strana dopo aver mangiato in quel Fishtastic.,
line:6ddbfe,Mae: Che casino.,
line:4d4b6d,Mae: Non riesco a credere che questo posto abbia ancora le luci accese.,
